GFN,FWE,FIA,FWI,USAGE,LANGUAGES
PT Serif:italic:700,4,4,4,header,cyrillic+cyrillic-ext+latin+latin-ext
PT Serif:normal:400,3,1,4,body,cyrillic+cyrillic-ext+latin+latin-ext
PT Serif:normal:700,4,1,4,header,cyrillic+cyrillic-ext+latin+latin-ext
Pacifico:normal:400,4,4,4,header,cyrillic+latin+latin-ext+vietnamese
Padauk:normal:400,3,1,4,?,latin+myanmar
Padauk:normal:700,4,1,4,?,latin+myanmar
Palanquin Dark:normal:400,4,1,4,header,devanagari+latin+latin-ext
Palanquin Dark:normal:500,4,1,4,header,devanagari+latin+latin-ext
Palanquin Dark:normal:600,5,1,3,header,devanagari+latin+latin-ext
Palanquin Dark:normal:700,5,1,4,header,devanagari+latin+latin-ext
Palanquin:normal:100,2,1,3,header,devanagari+latin+latin-ext
Palanquin:normal:200,2,1,3,header,devanagari+latin+latin-ext
Palanquin:normal:300,2,1,3,header,devanagari+latin+latin-ext
Palanquin:normal:400,3,1,3,body,devanagari+latin+latin-ext
Palanquin:normal:500,3,1,3,header,devanagari+latin+latin-ext
Palanquin:normal:600,4,1,3,header,devanagari+latin+latin-ext
Palanquin:normal:700,4,1,4,header,devanagari+latin+latin-ext
Pangolin:normal:400,3,1,3,?,cyrillic+cyrillic-ext+latin+latin-ext+vietnamese
Paprika:normal:400,3,3,2,header,latin
Parisienne:normal:400,2,10,5,header,latin+latin-ext
Passero One:normal:400,4,1,3,header,latin+latin-ext
Passion One:normal:400,6,1,3,header,latin+latin-ext
Passion One:normal:700,7,1,3,header,latin+latin-ext
Passion One:normal:900,8,1,3,header,latin+latin-ext
Pathway Gothic One:normal:400,4,1,2,header,latin+latin-ext
Patrick Hand SC:normal:400,4,1,3,header,latin+latin-ext+vietnamese
Patrick Hand:normal:400,3,1,3,header,latin+latin-ext+vietnamese
Pattaya:normal:400,5,5,3,?,cyrillic+latin+latin-ext+thai+vietnamese
Patua One:normal:400,5,1,3,header,latin
Pavanam:normal:400,3,1,3,?,latin+latin-ext+tamil
Paytone One:normal:400,5,1,4,header,latin+latin-ext+vietnamese
Peddana:normal:400,3,1,3,body,latin+telugu
Peralta:normal:400,4,1,5,header,latin+latin-ext
Permanent Marker:normal:400,6,6,3,header,latin
Petit Formal Script:normal:400,2,7,4,header,latin+latin-ext
Petrona:normal:400,3,1,4,body,latin
Philosopher:italic:400,3,4,3,header,cyrillic+cyrillic-ext+latin+vietnamese
Philosopher:italic:700,4,4,4,header,cyrillic+cyrillic-ext+latin+vietnamese
Philosopher:normal:400,3,1,3,body,cyrillic+cyrillic-ext+latin+vietnamese
Philosopher:normal:700,4,1,4,header,cyrillic+cyrillic-ext+latin+vietnamese
Piedra:normal:400,5,1,2,body,latin+latin-ext
Pinyon Script:normal:400,2,10,4,header,latin
Pirata One:normal:400,5,1,2,body,latin+latin-ext
Plaster:normal:400,5,1,5,header,latin+latin-ext
Play:normal:400,3,1,3,body,cyrillic+cyrillic-ext+greek+latin+latin-ext+vietnamese
Play:normal:700,5,1,4,header,cyrillic+cyrillic-ext+greek+latin+latin-ext+vietnamese
Playball:normal:400,3,7,4,header,latin+latin-ext
Playfair Display SC:italic:400,2,5,3,header,cyrillic+latin+latin-ext+vietnamese
Playfair Display SC:italic:700,3,5,4,header,cyrillic+latin+latin-ext+vietnamese
Playfair Display SC:italic:900,4,5,4,header,cyrillic+latin+latin-ext+vietnamese
Playfair Display SC:normal:400,3,1,3,header,cyrillic+latin+latin-ext+vietnamese
Playfair Display SC:normal:700,4,1,3,header,cyrillic+latin+latin-ext+vietnamese
Playfair Display SC:normal:900,4,1,3,header,cyrillic+latin+latin-ext+vietnamese
Playfair Display:italic:400,2,5,3,header,cyrillic+latin+latin-ext+vietnamese
Playfair Display:italic:700,3,5,4,header,cyrillic+latin+latin-ext+vietnamese
Playfair Display:italic:900,4,5,4,header,cyrillic+latin+latin-ext+vietnamese
Playfair Display:normal:400,3,1,3,header,cyrillic+latin+latin-ext+vietnamese
Playfair Display:normal:700,4,1,3,header,cyrillic+latin+latin-ext+vietnamese
Playfair Display:normal:900,4,1,3,header,cyrillic+latin+latin-ext+vietnamese
Podkova:normal:400,3,1,4,body,cyrillic+cyrillic-ext+latin+latin-ext+vietnamese
Podkova:normal:500,3,1,4,?,cyrillic+cyrillic-ext+latin+latin-ext+vietnamese
Podkova:normal:600,3,1,4,?,cyrillic+cyrillic-ext+latin+latin-ext+vietnamese
Podkova:normal:700,4,1,4,header,cyrillic+cyrillic-ext+latin+latin-ext+vietnamese
Podkova:normal:800,4,1,5,?,cyrillic+cyrillic-ext+latin+latin-ext+vietnamese
Poiret One:normal:400,1,1,3,header,cyrillic+latin+latin-ext
Poller One:normal:400,5,1,5,header,latin
Poly:italic:400,3,5,3,header,latin
Poly:normal:400,3,1,4,body,latin
Pompiere:normal:400,2,1,3,header,latin
Pontano Sans:normal:400,3,1,3,body,latin+latin-ext
Poor Story:normal:400,3,1,3,?,korean+latin
Poppins:italic:100,1,4,3,?,devanagari+latin+latin-ext
Poppins:italic:200,2,4,3,?,devanagari+latin+latin-ext
Poppins:italic:300,2,4,3,?,devanagari+latin+latin-ext
Poppins:italic:400,3,4,3,?,devanagari+latin+latin-ext
Poppins:italic:500,3,4,3,?,devanagari+latin+latin-ext
Poppins:italic:600,4,4,3,?,devanagari+latin+latin-ext
Poppins:italic:700,5,4,4,?,devanagari+latin+latin-ext
Poppins:italic:800,5,4,4,?,devanagari+latin+latin-ext
Poppins:italic:900,5,4,4,?,devanagari+latin+latin-ext
Poppins:normal:100,1,1,3,?,devanagari+latin+latin-ext
Poppins:normal:200,2,1,3,?,devanagari+latin+latin-ext
Poppins:normal:300,2,1,3,body,devanagari+latin+latin-ext
Poppins:normal:400,3,1,3,body,devanagari+latin+latin-ext
Poppins:normal:500,3,1,3,header,devanagari+latin+latin-ext
Poppins:normal:600,4,1,3,header,devanagari+latin+latin-ext
Poppins:normal:700,5,1,4,?,devanagari+latin+latin-ext
Poppins:normal:800,5,1,4,?,devanagari+latin+latin-ext
Poppins:normal:900,5,1,4,?,devanagari+latin+latin-ext
Port Lligat Sans:normal:400,3,1,3,body,latin
Port Lligat Slab:normal:400,3,1,3,header,latin
Pragati Narrow:normal:400,4,1,3,body,devanagari+latin+latin-ext
Pragati Narrow:normal:700,5,1,3,body,devanagari+latin+latin-ext
Prata:normal:400,3,1,4,body,cyrillic+cyrillic-ext+latin+vietnamese
Preahvihear:normal:400,3,1,1,?,khmer
Press Start 2P:normal:400,5,1,5,header,cyrillic+cyrillic-ext+greek+latin+latin-ext
Pridi:normal:200,2,1,4,?,latin+latin-ext+thai+vietnamese
Pridi:normal:300,3,1,4,?,latin+latin-ext+thai+vietnamese
Pridi:normal:400,4,1,4,?,latin+latin-ext+thai+vietnamese
Pridi:normal:500,4,1,4,?,latin+latin-ext+thai+vietnamese
Pridi:normal:600,5,1,4,?,latin+latin-ext+thai+vietnamese
Pridi:normal:700,6,1,4,?,latin+latin-ext+thai+vietnamese
Princess Sofia:normal:400,2,3,3,header,latin+latin-ext
Prociono:normal:400,3,1,3,body,latin
Prompt:italic:100,1,5,4,?,latin+latin-ext+thai+vietnamese
Prompt:italic:200,2,5,4,?,latin+latin-ext+thai+vietnamese
Prompt:italic:300,2,4,4,?,latin+latin-ext+thai+vietnamese
Prompt:italic:400,3,5,4,?,latin+latin-ext+thai+vietnamese
Prompt:italic:500,4,5,4,?,latin+latin-ext+thai+vietnamese
Prompt:italic:600,4,5,4,?,latin+latin-ext+thai+vietnamese
Prompt:italic:700,5,5,4,?,latin+latin-ext+thai+vietnamese
Prompt:italic:800,5,5,4,?,latin+latin-ext+thai+vietnamese
Prompt:italic:900,6,5,4,?,latin+latin-ext+thai+vietnamese
Prompt:normal:100,1,1,4,?,latin+latin-ext+thai+vietnamese
Prompt:normal:200,2,1,4,?,latin+latin-ext+thai+vietnamese
Prompt:normal:300,2,1,4,?,latin+latin-ext+thai+vietnamese
Prompt:normal:400,3,1,4,?,latin+latin-ext+thai+vietnamese
Prompt:normal:500,4,1,4,?,latin+latin-ext+thai+vietnamese
Prompt:normal:600,4,1,4,?,latin+latin-ext+thai+vietnamese
Prompt:normal:700,5,1,4,?,latin+latin-ext+thai+vietnamese
Prompt:normal:800,5,1,4,?,latin+latin-ext+thai+vietnamese
Prompt:normal:900,6,1,4,?,latin+latin-ext+thai+vietnamese
Prosto One:normal:400,4,1,4,header,cyrillic+latin+latin-ext
Proza Libre:italic:400,3,3,4,?,latin+latin-ext
Proza Libre:italic:500,3,3,4,?,latin+latin-ext
Proza Libre:italic:600,4,3,4,?,latin+latin-ext
Proza Libre:italic:700,4,4,4,?,latin+latin-ext
Proza Libre:italic:800,4,3,4,?,latin+latin-ext
Proza Libre:normal:400,3,1,4,?,latin+latin-ext
Proza Libre:normal:500,3,1,4,?,latin+latin-ext
Proza Libre:normal:600,4,1,4,?,latin+latin-ext
Proza Libre:normal:700,4,1,4,?,latin+latin-ext
Proza Libre:normal:800,4,1,4,?,latin+latin-ext
Puritan:italic:400,3,3,3,header,latin
Puritan:italic:700,4,3,3,header,latin
Puritan:normal:400,3,1,3,header,latin
Puritan:normal:700,4,1,3,body,latin
Purple Purse:normal:400,3,1,4,header,latin+latin-ext
Quando:normal:400,3,1,3,body,latin+latin-ext
Quantico:italic:400,3,3,4,header,latin
Quantico:italic:700,4,3,4,header,latin
Quantico:normal:400,3,1,4,body,latin
Quantico:normal:700,4,1,4,header,latin
Quattrocento Sans:italic:400,2,5,4,header,latin+latin-ext
Quattrocento Sans:italic:700,3,4,4,header,latin+latin-ext
Quattrocento Sans:normal:400,2,1,4,body,latin+latin-ext
Quattrocento Sans:normal:700,3,1,4,header,latin+latin-ext
Quattrocento:normal:400,2,1,4,header,latin+latin-ext
Quattrocento:normal:700,3,1,4,header,latin+latin-ext
Questrial:normal:400,3,1,4,header,latin
Quicksand:normal:300,2,1,3,header,latin+latin-ext+vietnamese
Quicksand:normal:400,2,1,3,header,latin+latin-ext+vietnamese
Quicksand:normal:500,3,1,3,?,latin+latin-ext+vietnamese
Quicksand:normal:700,4,1,4,header,latin+latin-ext+vietnamese
Quintessential:normal:400,2,1,3,header,latin+latin-ext
Qwigley:normal:400,2,7,3,header,latin+latin-ext
Racing Sans One:normal:400,5,5,4,header,latin+latin-ext
Radley:italic:400,3,5,4,header,latin+latin-ext
Radley:normal:400,3,1,4,header,latin+latin-ext
Rajdhani:normal:300,2,1,3,header,devanagari+latin+latin-ext
Rajdhani:normal:400,2,1,3,header,devanagari+latin+latin-ext
Rajdhani:normal:500,3,1,3,header,devanagari+latin+latin-ext
Rajdhani:normal:600,4,1,3,header,devanagari+latin+latin-ext
Rajdhani:normal:700,5,1,3,header,devanagari+latin+latin-ext
Rakkas:normal:400,4,1,4,?,arabic+latin+latin-ext
Raleway Dots:normal:400,1,1,3,header,latin+latin-ext
Raleway:italic:100,1,5,3,header,latin+latin-ext
Raleway:italic:200,1,4,3,header,latin+latin-ext
Raleway:italic:300,2,4,3,header,latin+latin-ext
Raleway:italic:400,2,4,3,header,latin+latin-ext
Raleway:italic:500,3,4,3,header,latin+latin-ext
Raleway:italic:600,4,4,3,header,latin+latin-ext
Raleway:italic:700,4,5,3,header,latin+latin-ext
Raleway:italic:800,5,4,4,header,latin+latin-ext
Raleway:italic:900,5,4,4,header,latin+latin-ext
Raleway:normal:100,1,1,3,header,latin+latin-ext
Raleway:normal:200,1,1,3,header,latin+latin-ext
Raleway:normal:300,2,1,3,header,latin+latin-ext
Raleway:normal:400,2,1,3,header,latin+latin-ext
Raleway:normal:500,3,1,4,body,latin+latin-ext
Raleway:normal:600,3,1,4,header,latin+latin-ext
Raleway:normal:700,4,1,4,header,latin+latin-ext
Raleway:normal:800,5,1,4,header,latin+latin-ext
Raleway:normal:900,5,1,4,header,latin+latin-ext
Ramabhadra:normal:400,4,1,4,header,latin+telugu
Ramaraja:normal:400,4,1,3,body,latin+telugu
Rambla:italic:400,3,4,3,header,latin+latin-ext
Rambla:italic:700,4,4,3,header,latin+latin-ext
Rambla:normal:400,3,1,3,body,latin+latin-ext
Rambla:normal:700,4,1,3,header,latin+latin-ext
Rammetto One:normal:400,5,1,4,header,latin+latin-ext
Ranchers:normal:400,6,1,2,body,latin+latin-ext
Rancho:normal:400,4,1,3,header,latin
Ranga:normal:400,3,5,2,header,devanagari+latin+latin-ext
Ranga:normal:700,5,5,2,header,devanagari+latin+latin-ext
Rasa:normal:300,2,1,4,?,gujarati+latin+latin-ext
Rasa:normal:400,3,1,4,?,gujarati+latin+latin-ext
Rasa:normal:500,3,1,4,?,gujarati+latin+latin-ext
Rasa:normal:600,4,1,4,?,gujarati+latin+latin-ext
Rasa:normal:700,4,1,4,?,gujarati+latin+latin-ext
Rationale:normal:400,3,1,3,body,latin
Ravi Prakash:normal:400,4,1,3,header,latin+telugu
Redressed:normal:400,3,1,4,body,latin
Reem Kufi:normal:400,3,1,4,?,arabic+latin
Reenie Beanie:normal:400,2,1,3,header,latin
Revalia:normal:400,4,1,4,header,latin+latin-ext
Rhodium Libre:normal:400,3,1,4,header,devanagari+latin+latin-ext
Ribeye Marrow:normal:400,3,1,4,header,latin+latin-ext
Ribeye:normal:400,3,1,4,header,latin+latin-ext
Righteous:normal:400,4,1,4,body,latin+latin-ext
Risque:normal:400,3,1,3,header,latin+latin-ext
Roboto Condensed:italic:300,2,4,3,header,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Roboto Condensed:italic:400,3,4,3,header,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Roboto Condensed:italic:700,4,4,3,header,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Roboto Condensed:normal:300,2,1,3,header,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Roboto Condensed:normal:400,3,1,3,body,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Roboto Condensed:normal:700,5,1,3,header,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Roboto Mono:italic:100,1,4,4,?,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Roboto Mono:italic:300,2,4,4,?,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Roboto Mono:italic:400,3,4,4,?,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Roboto Mono:italic:500,3,5,4,?,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Roboto Mono:italic:700,4,5,4,?,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Roboto Mono:normal:100,1,1,4,?,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Roboto Mono:normal:300,2,1,4,?,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Roboto Mono:normal:400,3,1,4,?,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Roboto Mono:normal:500,4,1,4,?,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Roboto Mono:normal:700,4,1,4,?,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Roboto Slab:normal:100,1,1,4,header,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Roboto Slab:normal:300,2,1,4,header,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Roboto Slab:normal:400,3,1,4,header,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Roboto Slab:normal:700,5,1,4,header,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Roboto:italic:100,1,4,3,header,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Roboto:italic:300,2,4,3,header,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Roboto:italic:400,3,4,3,header,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Roboto:italic:500,4,4,3,header,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Roboto:italic:700,4,4,3,header,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Roboto:italic:900,5,4,3,header,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Roboto:normal:100,1,1,3,header,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Roboto:normal:300,2,1,3,header,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Roboto:normal:400,3,1,3,body,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Roboto:normal:500,4,1,3,header,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Roboto:normal:700,5,1,3,header,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Roboto:normal:900,5,1,3,header,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Rochester:normal:400,3,1,3,header,latin
Rock Salt:normal:400,3,2,3,header,latin
Rokkitt:normal:100,1,1,4,?,latin+latin-ext+vietnamese
Rokkitt:normal:200,2,1,4,?,latin+latin-ext+vietnamese
Rokkitt:normal:300,2,1,4,header,latin+latin-ext+vietnamese
Rokkitt:normal:400,3,1,4,header,latin+latin-ext+vietnamese
Rokkitt:normal:500,4,1,4,?,latin+latin-ext+vietnamese
Rokkitt:normal:600,4,1,5,?,latin+latin-ext+vietnamese
Rokkitt:normal:700,4,1,5,header,latin+latin-ext+vietnamese
Rokkitt:normal:800,5,1,5,?,latin+latin-ext+vietnamese
Rokkitt:normal:900,5,1,4,?,latin+latin-ext+vietnamese
Romanesco:normal:400,4,6,2,header,latin+latin-ext
Ropa Sans:italic:400,3,4,3,header,latin+latin-ext
Ropa Sans:normal:400,3,1,3,header,latin+latin-ext
Rosario:italic:400,3,3,3,header,latin
Rosario:italic:700,4,3,3,header,latin
Rosario:normal:400,3,1,3,header,latin
Rosario:normal:700,4,1,3,header,latin
Rosarivo:italic:400,2,4,3,header,latin+latin-ext
Rosarivo:normal:400,2,1,3,body,latin+latin-ext
Rouge Script:normal:400,2,4,4,header,latin
Rozha One:normal:400,3,1,4,body,devanagari+latin+latin-ext
Rubik Mono One:normal:400,7,1,4,?,cyrillic+latin+latin-ext
Ruda:normal:400,3,1,3,body,latin+latin-ext
Ruda:normal:700,4,1,3,header,latin+latin-ext
Ruda:normal:900,5,1,3,header,latin+latin-ext
Rufina:normal:400,3,1,4,header,latin+latin-ext
Rufina:normal:700,3,1,4,body,latin+latin-ext
Ruge Boogie:normal:400,2,1,3,header,latin+latin-ext
Ruluko:normal:400,2,1,3,body,latin+latin-ext
Rum Raisin:normal:400,4,1,2,header,latin+latin-ext
Ruslan Display:normal:400,4,1,3,header,cyrillic+latin+latin-ext
Russo One:normal:400,5,1,4,body,cyrillic+latin+latin-ext
Ruthie:normal:400,2,7,4,header,latin+latin-ext
Rye:normal:400,4,1,4,header,latin+latin-ext
Sacramento:normal:400,1,1,6,header,latin+latin-ext
Sahitya:normal:400,3,1,3,body,devanagari+latin
Sahitya:normal:700,4,1,3,body,devanagari+latin
Sail:normal:400,2,4,5,header,latin+latin-ext
Saira Condensed:normal:100,2,1,2,?,latin+latin-ext+vietnamese
Saira Condensed:normal:200,2,1,2,?,latin+latin-ext+vietnamese
Saira Condensed:normal:300,3,1,2,?,latin+latin-ext+vietnamese
Saira Condensed:normal:400,3,1,2,?,latin+latin-ext+vietnamese
Saira Condensed:normal:500,4,1,2,?,latin+latin-ext+vietnamese
Saira Condensed:normal:600,4,1,2,?,latin+latin-ext+vietnamese
Saira Condensed:normal:700,5,1,2,?,latin+latin-ext+vietnamese
Saira Condensed:normal:800,6,1,2,?,latin+latin-ext+vietnamese
Saira Condensed:normal:900,6,1,3,?,latin+latin-ext+vietnamese
Saira Extra Condensed:normal:100,2,1,2,?,latin+latin-ext+vietnamese
Saira Extra Condensed:normal:200,2,1,2,?,latin+latin-ext+vietnamese
Saira Extra Condensed:normal:300,3,1,2,?,latin+latin-ext+vietnamese
Saira Extra Condensed:normal:400,3,1,2,?,latin+latin-ext+vietnamese
Saira Extra Condensed:normal:500,4,1,2,?,latin+latin-ext+vietnamese
Saira Extra Condensed:normal:600,4,1,2,?,latin+latin-ext+vietnamese
Saira Extra Condensed:normal:700,5,1,2,?,latin+latin-ext+vietnamese
Saira Extra Condensed:normal:800,6,1,2,?,latin+latin-ext+vietnamese
Saira Extra Condensed:normal:900,6,1,2,?,latin+latin-ext+vietnamese
Saira Semi Condensed:normal:100,2,1,3,?,latin+latin-ext+vietnamese
Saira Semi Condensed:normal:200,2,1,3,?,latin+latin-ext+vietnamese
Saira Semi Condensed:normal:300,2,1,3,?,latin+latin-ext+vietnamese
Saira Semi Condensed:normal:400,3,1,3,?,latin+latin-ext+vietnamese
Saira Semi Condensed:normal:500,4,1,3,?,latin+latin-ext+vietnamese
Saira Semi Condensed:normal:600,4,1,3,?,latin+latin-ext+vietnamese
Saira Semi Condensed:normal:700,5,1,3,?,latin+latin-ext+vietnamese
Saira Semi Condensed:normal:800,6,1,3,?,latin+latin-ext+vietnamese
Saira Semi Condensed:normal:900,6,1,3,?,latin+latin-ext+vietnamese
Saira:normal:100,1,1,3,?,latin+latin-ext+vietnamese
Saira:normal:200,2,1,3,?,latin+latin-ext+vietnamese
Saira:normal:300,2,1,3,?,latin+latin-ext+vietnamese
Saira:normal:400,3,1,3,?,latin+latin-ext+vietnamese
Saira:normal:500,4,1,3,?,latin+latin-ext+vietnamese
Saira:normal:600,4,1,3,?,latin+latin-ext+vietnamese
Saira:normal:700,5,1,3,?,latin+latin-ext+vietnamese
Saira:normal:800,6,1,4,?,latin+latin-ext+vietnamese
Saira:normal:900,6,1,4,?,latin+latin-ext+vietnamese
Salsa:normal:400,4,1,3,header,latin
Sanchez:italic:400,3,4,4,header,latin+latin-ext
Sanchez:normal:400,3,1,4,body,latin+latin-ext
Sancreek:normal:400,5,1,2,body,latin+latin-ext
Sansita:italic:400,4,4,3,?,latin+latin-ext
Sansita:italic:700,5,4,3,?,latin+latin-ext
Sansita:italic:800,5,4,3,?,latin+latin-ext
Sansita:italic:900,6,4,3,?,latin+latin-ext
Sansita:normal:400,4,1,3,?,latin+latin-ext
Sansita:normal:700,5,1,3,?,latin+latin-ext
Sansita:normal:800,5,1,3,?,latin+latin-ext
Sansita:normal:900,6,1,4,?,latin+latin-ext
Sarala:normal:400,3,1,3,body,devanagari+latin+latin-ext
Sarala:normal:700,4,1,4,body,devanagari+latin+latin-ext
Sarina:normal:400,4,7,5,header,latin+latin-ext
Sarpanch:normal:400,3,1,4,body,devanagari+latin+latin-ext
Sarpanch:normal:500,4,1,4,header,devanagari+latin+latin-ext
Sarpanch:normal:600,4,1,4,header,devanagari+latin+latin-ext
Sarpanch:normal:700,5,1,4,header,devanagari+latin+latin-ext
Sarpanch:normal:800,5,1,4,header,devanagari+latin+latin-ext
Sarpanch:normal:900,6,1,4,header,devanagari+latin+latin-ext
Satisfy:normal:400,3,5,3,header,latin
Scada:italic:400,4,4,3,header,cyrillic+cyrillic-ext+latin+latin-ext
Scada:italic:700,4,4,3,header,cyrillic+cyrillic-ext+latin+latin-ext
Scada:normal:400,4,1,3,body,cyrillic+cyrillic-ext+latin+latin-ext
Scada:normal:700,4,1,3,header,cyrillic+cyrillic-ext+latin+latin-ext
Scheherazade:normal:400,3,1,4,body,arabic+latin
Scheherazade:normal:700,4,1,4,body,arabic+latin
Schoolbell:normal:400,3,1,3,header,latin
Scope One:normal:400,2,1,4,header,latin+latin-ext
Seaweed Script:normal:400,3,7,4,header,latin+latin-ext
Secular One:normal:400,4,1,3,header,hebrew+latin+latin-ext
Sedgwick Ave Display:normal:400,3,1,2,?,latin+latin-ext+vietnamese
Sedgwick Ave:normal:400,3,5,3,?,latin+latin-ext+vietnamese
Sevillana:normal:400,2,1,4,header,latin+latin-ext
Seymour One:normal:400,5,1,6,header,cyrillic+latin+latin-ext
Shadows Into Light Two:normal:400,2,1,2,header,latin+latin-ext
Shadows Into Light:normal:400,2,1,2,header,latin
Shanti:normal:400,4,1,3,body,latin
Share Tech Mono:normal:400,3,1,3,header,latin
Share Tech:normal:400,4,1,3,header,latin
Share:italic:400,3,3,3,header,latin+latin-ext
Share:italic:700,5,3,3,header,latin+latin-ext
Share:normal:400,4,1,3,header,latin+latin-ext
Share:normal:700,5,1,3,header,latin+latin-ext
Shojumaru:normal:400,5,1,4,header,latin+latin-ext
Short Stack:normal:400,3,1,3,header,latin
Shrikhand:normal:400,5,7,4,?,gujarati+latin+latin-ext
Siemreap:normal:400,2,1,1,?,khmer
Sigmar One:normal:400,6,1,4,header,latin+latin-ext+vietnamese
Signika Negative:normal:300,2,1,3,header,latin+latin-ext
Signika Negative:normal:400,3,1,3,body,latin+latin-ext
Signika Negative:normal:600,4,1,3,header,latin+latin-ext
Signika Negative:normal:700,4,1,3,header,latin+latin-ext
Signika:normal:300,3,1,3,body,latin+latin-ext
Signika:normal:400,3,1,3,header,latin+latin-ext
Signika:normal:600,4,1,3,header,latin+latin-ext
Signika:normal:700,5,1,3,header,latin+latin-ext
Simonetta:italic:400,2,1,4,header,latin+latin-ext
Simonetta:italic:900,4,2,5,header,latin+latin-ext
Simonetta:normal:400,2,1,4,body,latin+latin-ext
Simonetta:normal:900,4,1,4,header,latin+latin-ext
Sintony:normal:400,3,1,3,header,latin+latin-ext
Sintony:normal:700,4,1,3,header,latin+latin-ext
Sirin Stencil:normal:400,3,1,3,body,latin
Six Caps:normal:400,5,1,1,header,latin
Skranji:normal:400,5,1,3,body,latin+latin-ext
Skranji:normal:700,5,1,3,header,latin+latin-ext
Slabo 13px:normal:400,3,1,4,header,latin+latin-ext
Slabo 27px:normal:400,3,1,3,body,latin+latin-ext
Slackey:normal:400,5,1,4,header,latin
Smokum:normal:400,4,1,2,header,latin
Smythe:normal:400,3,1,2,header,latin
Sniglet:normal:400,3,1,3,header,latin+latin-ext
Sniglet:normal:800,6,1,4,header,latin+latin-ext
Snippet:normal:400,2,1,3,header,latin
Snowburst One:normal:400,2,1,3,header,latin+latin-ext
Sofadi One:normal:400,3,1,5,header,latin
Sofia:normal:400,2,1,4,header,latin
Song Myung:normal:400,3,1,4,?,korean+latin
Sonsie One:normal:400,5,6,6,header,latin+latin-ext
Sorts Mill Goudy:italic:400,2,4,4,header,latin+latin-ext
Sorts Mill Goudy:normal:400,2,1,4,body,latin+latin-ext
Source Code Pro:normal:200,1,1,4,header,latin+latin-ext
Source Code Pro:normal:300,2,1,4,header,latin+latin-ext
Source Code Pro:normal:400,3,1,4,header,latin+latin-ext
Source Code Pro:normal:500,3,1,4,header,latin+latin-ext
Source Code Pro:normal:600,3,1,4,header,latin+latin-ext
Source Code Pro:normal:700,4,1,4,header,latin+latin-ext
Source Code Pro:normal:900,5,1,4,header,latin+latin-ext
Source Sans Pro:italic:200,1,5,3,header,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Source Sans Pro:italic:300,2,4,3,header,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Source Sans Pro:italic:400,3,5,3,header,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Source Sans Pro:italic:600,4,5,3,header,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Source Sans Pro:italic:700,4,5,3,header,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
